m,TagName,
"2012-10-01 00:00:00","perl","686"
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2261"
"2012-11-01 00:00:00","java","13618"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6272"
"2012-11-01 00:00:00","c#","12237"
"2012-11-01 00:00:00","c","3197"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12355"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2132"
"2012-11-01 00:00:00","php","11802"
"2012-11-01 00:00:00","python","6394"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","java","12432"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10957"
"2012-12-01 00:00:00","c","2568"
"2012-12-01 00:00:00","python","5759"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5685"
"2012-12-01 00:00:00","javascript","11745"
"2012-12-01 00:00:00","ruby","1905"
"2012-12-01 00:00:00","php","11089"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","r","1215"
"2013-01-01 00:00:00","java","13723"
"2013-01-01 00:00:00","c#","12765"
"2013-01-01 00:00:00","c","2907"
"2013-01-01 00:00:00","c++","6041"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6574"
"2013-01-01 00:00:00","perl","662"
"2013-01-01 00:00:00","javascript","13796"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12890"
"2013-01-01 00:00:00","ruby","2307"
"2013-02-01 00:00:00","php","12574"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12490"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6067"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6727"
"2013-02-01 00:00:00","c","3094"
"2013-02-01 00:00:00","javascript","13627"
"2013-02-01 00:00:00","perl","748"
"2013-02-01 00:00:00","ruby","2222"
"2013-02-01 00:00:00","java","13708"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15921"
"2013-03-01 00:00:00","c#","14235"
"2013-03-01 00:00:00","c","3442"
"2013-03-01 00:00:00","ruby","2560"
"2013-03-01 00:00:00","c++","7186"
"2013-03-01 00:00:00","php","14158"
"2013-03-01 00:00:00","perl","853"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15304"
"2013-03-01 00:00:00","python","7629"
"2013-03-01 00:00:00","r","1849"
"2013-04-01 00:00:00","c#","13891"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7936"
"2013-04-01 00:00:00","c++","7134"
"2013-04-01 00:00:00","java","16244"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3531"
"2013-04-01 00:00:00","perl","839"
"2013-04-01 00:00:00","javascript","15334"
"2013-04-01 00:00:00","delphi","511"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","r","1839"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13447"
"2013-05-01 00:00:00","javascript","15063"
"2013-05-01 00:00:00","java","15298"
"2013-05-01 00:00:00","c#","13482"
"2013-05-01 00:00:00","c","3198"
"2013-05-01 00:00:00","php","13150"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6846"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","ruby","2344"
"2013-05-01 00:00:00","python","7811"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","r","1782"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13958"
"2013-06-01 00:00:00","assembly","298"
"2013-06-01 00:00:00","c#","12803"
"2013-06-01 00:00:00","c","2943"
"2013-06-01 00:00:00","c++","6195"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7608"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14634"
"2013-06-01 00:00:00","php","12768"
"2013-06-01 00:00:00","ruby","2224"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","c++","6580"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14201"
"2013-07-01 00:00:00","php","14390"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3025"
"2013-07-01 00:00:00","python","8630"
"2013-07-01 00:00:00","javascript","16846"
"2013-07-01 00:00:00","perl","957"
"2013-07-01 00:00:00","java","15228"
"2013-07-01 00:00:00","ruby","2446"
"2013-07-01 00:00:00","r","1975"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16877"
"2013-08-01 00:00:00","assembly","212"
"2013-08-01 00:00:00","c","3010"
"2013-08-01 00:00:00","c#","13871"
"2013-08-01 00:00:00","java","15097"
"2013-08-01 00:00:00","php","14400"
"2013-08-01 00:00:00","c++","6256"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7948"
"2013-08-01 00:00:00","r","1923"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","ruby","2486"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","java","16303"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","291"
"2013-09-01 00:00:00","php","14321"
"2013-09-01 00:00:00","c++","6568"
"2013-09-01 00:00:00","c#","13779"
"2013-09-01 00:00:00","c","3402"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17744"
"2013-09-01 00:00:00","ruby","2394"
"2013-09-01 00:00:00","perl","686"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7973"
"2013-09-01 00:00:00","r","1714"
"2013-10-01 00:00:00","assembly","379"
"2013-10-01 00:00:00","c++","7988"
"2013-10-01 00:00:00","java","18769"
"2013-10-01 00:00:00","c#","15222"
"2013-10-01 00:00:00","delphi","522"
"2013-10-01 00:00:00","javascript","19790"
"2013-10-01 00:00:00","c","4242"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","816"
"2013-10-01 00:00:00","ruby","2789"
"2013-10-01 00:00:00","r","2095"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15409"
"2013-10-01 00:00:00","python","9503"
"2013-11-01 00:00:00","java","18809"
"2013-11-01 00:00:00","c#","14616"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18553"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c++","8152"
"2013-11-01 00:00:00","c","4295"
"2013-11-01 00:00:00","php","14993"
"2013-11-01 00:00:00","python","9510"
"2013-11-01 00:00:00","ruby","2576"
"2013-11-01 00:00:00","perl","823"
"2013-11-01 00:00:00","swift","6"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","449"
"2013-12-01 00:00:00","c++","7025"
"2013-12-01 00:00:00","c","3502"
"2013-12-01 00:00:00","java","17498"
"2013-12-01 00:00:00","c#","13643"
"2013-12-01 00:00:00","python","8474"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18069"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","r","1910"
"2013-12-01 00:00:00","ruby","2450"
"2013-12-01 00:00:00","php","14522"
"2014-01-01 00:00:00","php","16890"
"2014-01-01 00:00:00","c#","15352"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7703"
"2014-01-01 00:00:00","python","9849"
"2014-01-01 00:00:00","c","3740"
"2014-01-01 00:00:00","delphi","492"
"2014-01-01 00:00:00","javascript","21162"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18721"
"2014-01-01 00:00:00","ruby","2769"
"2014-01-01 00:00:00","r","2356"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21205"
"2014-02-01 00:00:00","assembly","376"
"2014-02-01 00:00:00","c","3975"
"2014-02-01 00:00:00","c#","15134"
"2014-02-01 00:00:00","java","19315"
"2014-02-01 00:00:00","php","16638"
"2014-02-01 00:00:00","c++","7695"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","797"
"2014-02-01 00:00:00","python","9917"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2611"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c#","16199"
"2014-03-01 00:00:00","python","11431"
"2014-03-01 00:00:00","c++","8678"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22008"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4566"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22690"
"2014-03-01 00:00:00","php","18424"
"2014-03-01 00:00:00","ruby","2951"
"2014-03-01 00:00:00","r","2814"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4017"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15363"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20947"
"2014-04-01 00:00:00","assembly","365"
"2014-04-01 00:00:00","javascript","21489"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2740"
"2014-04-01 00:00:00","php","17803"
"2014-04-01 00:00:00","c++","8147"
"2014-04-01 00:00:00","python","10786"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2749"
"2014-05-01 00:00:00","java","18013"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3270"
"2014-05-01 00:00:00","python","9264"
"2014-05-01 00:00:00","c++","6798"
"2014-05-01 00:00:00","c#","13933"
"2014-05-01 00:00:00","assembly","331"
"2014-05-01 00:00:00","ruby","2681"
"2014-05-01 00:00:00","javascript","19859"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2586"
"2014-05-01 00:00:00","php","14849"
"2014-06-01 00:00:00","java","15958"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","javascript","18343"
"2014-06-01 00:00:00","python","8928"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12531"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","c++","5683"
"2014-06-01 00:00:00","perl","679"
"2014-06-01 00:00:00","php","13106"
"2014-06-01 00:00:00","r","2400"
"2014-06-01 00:00:00","ruby","2340"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2410"
"2014-07-01 00:00:00","javascript","20168"
"2014-07-01 00:00:00","c++","6283"
"2014-07-01 00:00:00","c#","13708"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17414"
"2014-07-01 00:00:00","c","2838"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14353"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","python","9931"
"2014-07-01 00:00:00","r","2640"
"2014-07-01 00:00:00","ruby","2563"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","java","15765"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12512"
"2014-08-01 00:00:00","c","2680"
"2014-08-01 00:00:00","c++","5886"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9126"
"2014-08-01 00:00:00","javascript","18495"
"2014-08-01 00:00:00","r","2478"
"2014-08-01 00:00:00","php","13260"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2472"
"2014-09-01 00:00:00","c#","12332"
"2014-09-01 00:00:00","assembly","285"
"2014-09-01 00:00:00","c++","6204"
"2014-09-01 00:00:00","python","8786"
"2014-09-01 00:00:00","java","16734"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3235"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18158"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","ruby","2280"
"2014-09-01 00:00:00","php","13427"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2369"
"2014-10-01 00:00:00","c#","12574"
"2014-10-01 00:00:00","javascript","18942"
"2014-10-01 00:00:00","java","17930"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6845"
"2014-10-01 00:00:00","php","13666"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3807"
"2014-10-01 00:00:00","ruby","2344"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9587"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2780"
"2014-11-01 00:00:00","java","17888"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c#","11886"
"2014-11-01 00:00:00","c++","6573"
"2014-11-01 00:00:00","python","9583"
"2014-11-01 00:00:00","c","3677"
"2014-11-01 00:00:00","ruby","2116"
"2014-11-01 00:00:00","javascript","18011"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","swift","2564"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13104"
"2014-11-01 00:00:00","r","2709"
"2014-12-01 00:00:00","c++","6086"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11099"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12417"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9052"
"2014-12-01 00:00:00","c","3157"
"2014-12-01 00:00:00","javascript","17029"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2147"
"2014-12-01 00:00:00","java","16414"
"2014-12-01 00:00:00","swift","2494"
"2014-12-01 00:00:00","r","2361"
"2015-01-01 00:00:00","javascript","18556"
"2015-01-01 00:00:00","c","3213"
"2015-01-01 00:00:00","c#","11770"
"2015-01-01 00:00:00","assembly","334"
"2015-01-01 00:00:00","java","16559"
"2015-01-01 00:00:00","c++","6138"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13687"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9691"
"2015-01-01 00:00:00","r","2692"
"2015-01-01 00:00:00","ruby","2434"
"2015-01-01 00:00:00","swift","3058"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16782"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13580"
"2015-02-01 00:00:00","c","3370"
"2015-02-01 00:00:00","c++","6484"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11808"
"2015-02-01 00:00:00","python","10214"
"2015-02-01 00:00:00","javascript","18710"
"2015-02-01 00:00:00","r","2977"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3244"
"2015-03-01 00:00:00","assembly","387"
"2015-03-01 00:00:00","javascript","20576"
"2015-03-01 00:00:00","c","3919"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","641"
"2015-03-01 00:00:00","c#","13285"
"2015-03-01 00:00:00","java","19809"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","14988"
"2015-03-01 00:00:00","python","11626"
"2015-03-01 00:00:00","r","3568"
"2015-03-01 00:00:00","c++","7400"
"2015-03-01 00:00:00","ruby","2465"
"2015-03-01 00:00:00","swift","3603"
"2015-04-01 00:00:00","php","15043"
"2015-04-01 00:00:00","java","19848"
"2015-04-01 00:00:00","c++","7152"
"2015-04-01 00:00:00","c","3953"
"2015-04-01 00:00:00","javascript","20949"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13108"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11464"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","ruby","2506"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4027"
"2015-04-01 00:00:00","r","3329"
"2015-05-01 00:00:00","java","18574"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6826"
"2015-05-01 00:00:00","javascript","22192"
"2015-05-01 00:00:00","assembly","371"
"2015-05-01 00:00:00","c#","13374"
"2015-05-01 00:00:00","python","11232"
"2015-05-01 00:00:00","c","3526"
"2015-05-01 00:00:00","r","3429"
"2015-05-01 00:00:00","php","14639"
"2015-05-01 00:00:00","ruby","2505"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22657"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","java","17883"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13548"
"2015-06-01 00:00:00","r","3433"
"2015-06-01 00:00:00","c","3172"
"2015-06-01 00:00:00","python","11827"
"2015-06-01 00:00:00","php","14441"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","c++","6525"
"2015-06-01 00:00:00","ruby","2578"
"2015-06-01 00:00:00","swift","4336"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18730"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14141"
"2015-07-01 00:00:00","c++","6714"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","c","2817"
"2015-07-01 00:00:00","php","15444"
"2015-07-01 00:00:00","javascript","24014"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","swift","5156"
"2015-07-01 00:00:00","python","12326"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13242"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","python","11236"
"2015-08-01 00:00:00","c++","5880"
"2015-08-01 00:00:00","java","17116"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","c","2579"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","javascript","22189"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2318"
"2015-08-01 00:00:00","perl","553"
"2015-08-01 00:00:00","swift","5095"
"2015-08-01 00:00:00","php","14299"
"2015-09-01 00:00:00","c","3088"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","javascript","21424"
"2015-09-01 00:00:00","java","16974"
"2015-09-01 00:00:00","go","425"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c#","12929"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","python","10982"
"2015-09-01 00:00:00","php","13560"
"2015-09-01 00:00:00","c++","5920"
"2015-09-01 00:00:00","ruby","2165"
"2015-09-01 00:00:00","swift","4561"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18576"
"2015-10-01 00:00:00","c","3678"
"2015-10-01 00:00:00","c#","12805"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7057"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12501"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","javascript","21848"
"2015-10-01 00:00:00","r","3686"
"2015-10-01 00:00:00","ruby","2195"
"2015-10-01 00:00:00","php","13963"
"2015-10-01 00:00:00","swift","4313"
"2015-11-01 00:00:00","java","17807"
"2015-11-01 00:00:00","javascript","21304"
"2015-11-01 00:00:00","python","12310"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","402"
"2015-11-01 00:00:00","c","3619"
"2015-11-01 00:00:00","c++","7097"
"2015-11-01 00:00:00","c#","12401"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13376"
"2015-11-01 00:00:00","ruby","1961"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3542"
"2015-11-01 00:00:00","swift","4328"
"2015-12-01 00:00:00","java","16578"
"2015-12-01 00:00:00","c#","12158"
"2015-12-01 00:00:00","c++","6566"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21110"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3092"
"2015-12-01 00:00:00","php","13814"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3182"
"2015-12-01 00:00:00","python","11661"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4383"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16649"
"2016-01-01 00:00:00","c#","12369"
"2016-01-01 00:00:00","c","3050"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6101"
"2016-01-01 00:00:00","php","14622"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","ruby","2145"
"2016-01-01 00:00:00","javascript","22543"
"2016-01-01 00:00:00","python","12360"
"2016-01-01 00:00:00","swift","4797"
"2016-01-01 00:00:00","r","3537"
"2016-02-01 00:00:00","c#","12747"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13267"
"2016-02-01 00:00:00","c++","6565"
"2016-02-01 00:00:00","java","17871"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3279"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22498"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14962"
"2016-02-01 00:00:00","swift","4764"
"2016-02-01 00:00:00","r","3600"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19939"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13626"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3453"
"2016-03-01 00:00:00","r","4047"
"2016-03-01 00:00:00","python","14081"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","javascript","24117"
"2016-03-01 00:00:00","php","15178"
"2016-03-01 00:00:00","c++","7033"
"2016-03-01 00:00:00","ruby","2262"
"2016-03-01 00:00:00","swift","5085"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13731"
"2016-04-01 00:00:00","python","13679"
"2016-04-01 00:00:00","c","3361"
"2016-04-01 00:00:00","java","19511"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6902"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","javascript","23476"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14507"
"2016-04-01 00:00:00","r","4129"
"2016-04-01 00:00:00","swift","4770"
"2016-05-01 00:00:00","javascript","23023"
"2016-05-01 00:00:00","c#","13506"
"2016-05-01 00:00:00","c","2724"
"2016-05-01 00:00:00","python","13117"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17052"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","c++","6141"
"2016-05-01 00:00:00","php","14491"
"2016-05-01 00:00:00","r","3801"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","swift","4440"
"2016-06-01 00:00:00","java","15933"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13679"
"2016-06-01 00:00:00","c","2304"
"2016-06-01 00:00:00","c#","13075"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c++","5726"
"2016-06-01 00:00:00","javascript","22170"
"2016-06-01 00:00:00","go","549"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12919"
"2016-06-01 00:00:00","swift","4808"
"2016-07-01 00:00:00","c++","5477"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12016"
"2016-07-01 00:00:00","java","14960"
"2016-07-01 00:00:00","javascript","22221"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2351"
"2016-07-01 00:00:00","ruby","1903"
"2016-07-01 00:00:00","php","12956"
"2016-07-01 00:00:00","swift","4947"
"2016-07-01 00:00:00","perl","423"
"2016-07-01 00:00:00","python","12848"
"2016-07-01 00:00:00","r","3745"
"2016-08-01 00:00:00","python","12929"
"2016-08-01 00:00:00","java","15192"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22685"
"2016-08-01 00:00:00","c","2217"
"2016-08-01 00:00:00","c#","12730"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","ruby","1882"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5022"
"2016-08-01 00:00:00","php","12918"
"2016-08-01 00:00:00","swift","4913"
"2016-08-01 00:00:00","go","575"
"2016-08-01 00:00:00","r","3787"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14697"
"2016-09-01 00:00:00","assembly","336"
"2016-09-01 00:00:00","c#","11111"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","c","2513"
"2016-09-01 00:00:00","php","12177"
"2016-09-01 00:00:00","python","12351"
"2016-09-01 00:00:00","perl","467"
"2016-09-01 00:00:00","javascript","20467"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","c++","5147"
"2016-09-01 00:00:00","ruby","1928"
"2016-09-01 00:00:00","swift","4878"
"2016-10-01 00:00:00","php","12289"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11460"
"2016-10-01 00:00:00","c++","5981"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3215"
"2016-10-01 00:00:00","python","13509"
"2016-10-01 00:00:00","javascript","20454"
"2016-10-01 00:00:00","java","15354"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","407"
"2016-10-01 00:00:00","swift","4734"
"2016-10-01 00:00:00","r","3788"
"2016-11-01 00:00:00","c","3268"
"2016-11-01 00:00:00","c#","11664"
"2016-11-01 00:00:00","javascript","20531"
"2016-11-01 00:00:00","python","14192"
"2016-11-01 00:00:00","assembly","413"
"2016-11-01 00:00:00","delphi","273"
